,Learning rates,Number of leaf nodes,Number of trees,MSE
584,0.06736842105263158,49.0,22.0,288569.8894198442
585,0.06736842105263158,49.0,27.0,215685.03918598927
586,0.06736842105263158,49.0,33.0,158117.3681164752
587,0.06736842105263158,49.0,38.0,121711.76474919633
588,0.06736842105263158,49.0,43.0,97738.66473792377
589,0.06736842105263158,49.0,48.0,79947.3368850137
590,0.06736842105263158,49.0,54.0,65741.65240125671
591,0.06736842105263158,49.0,59.0,56994.73206688781
592,0.06736842105263158,49.0,64.0,50692.75208270838
593,0.06736842105263158,49.0,69.0,44765.008033693564
594,0.06736842105263158,49.0,75.0,40192.83634699075
595,0.06736842105263158,49.0,80.0,37031.16605617819
596,0.06736842105263158,49.0,85.0,35220.65695457758
597,0.06736842105263158,49.0,90.0,32636.01728331004
598,0.06736842105263158,49.0,96.0,30616.466424968592
599,0.06736842105263158,49.0,101.0,29283.74248126481
600,0.06736842105263158,54.0,1.0,1654178.2475098353
601,0.06736842105263158,54.0,6.0,1018575.6392366901
602,0.06736842105263158,54.0,12.0,594696.7026448644
603,0.06736842105263158,54.0,17.0,407966.908697254
604,0.06736842105263158,54.0,22.0,288569.8894198441
605,0.06736842105263158,54.0,27.0,215685.03918598927
606,0.06736842105263158,54.0,33.0,158117.36811647523
607,0.06736842105263158,54.0,38.0,121711.76474919633
608,0.06736842105263158,54.0,43.0,97738.6647379238
609,0.06736842105263158,54.0,48.0,79947.33688501379
610,0.06736842105263158,54.0,54.0,65741.65240125671
611,0.06736842105263158,54.0,59.0,56994.73206688781
612,0.06736842105263158,54.0,64.0,50692.75208270838
613,0.06736842105263158,54.0,69.0,44765.00803369354
614,0.06736842105263158,54.0,75.0,40192.83634699075
615,0.06736842105263158,54.0,80.0,37031.16605617819
616,0.06736842105263158,54.0,85.0,35220.65695457759
617,0.06736842105263158,54.0,90.0,32636.017283310037
618,0.06736842105263158,54.0,96.0,30616.46642496859
619,0.06736842105263158,54.0,101.0,29283.74248126479
620,0.06736842105263158,59.0,1.0,1654178.2475098353
621,0.06736842105263158,59.0,6.0,1018575.63923669
622,0.06736842105263158,59.0,12.0,594696.7026448642
623,0.06736842105263158,59.0,17.0,407966.9086972542
624,0.06736842105263158,59.0,22.0,288569.8894198441
625,0.06736842105263158,59.0,27.0,215685.03918598927
626,0.06736842105263158,59.0,33.0,158117.36811647523
627,0.06736842105263158,59.0,38.0,121711.76474919645
628,0.06736842105263158,59.0,43.0,97738.6647379238
629,0.06736842105263158,59.0,48.0,79947.33688501379
630,0.06736842105263158,59.0,54.0,65741.65240125665
631,0.06736842105263158,59.0,59.0,56994.73206688778
632,0.06736842105263158,59.0,64.0,50692.75208270835
633,0.06736842105263158,59.0,69.0,44765.00803369355
634,0.06736842105263158,59.0,75.0,40192.83634699075
635,0.06736842105263158,59.0,80.0,37031.1660561782
636,0.06736842105263158,59.0,85.0,35220.65695457759
637,0.06736842105263158,59.0,90.0,32636.017283310033
638,0.06736842105263158,59.0,96.0,30616.466424968577
639,0.06736842105263158,59.0,101.0,29283.7424812648
640,0.06736842105263158,65.0,1.0,1654178.2475098353
641,0.06736842105263158,65.0,6.0,1018575.63923669
642,0.06736842105263158,65.0,12.0,594696.7026448643
643,0.06736842105263158,65.0,17.0,407966.9086972541
644,0.06736842105263158,65.0,22.0,288569.88941984414
645,0.06736842105263158,65.0,27.0,215685.0391859894
646,0.06736842105263158,65.0,33.0,158117.36811647523
647,0.06736842105263158,65.0,38.0,121711.76474919645
648,0.06736842105263158,65.0,43.0,97738.6647379238
649,0.06736842105263158,65.0,48.0,79947.33688501379
650,0.06736842105263158,65.0,54.0,65741.6524012567
651,0.06736842105263158,65.0,59.0,56994.732066887795
652,0.06736842105263158,65.0,64.0,50692.75208270838
653,0.06736842105263158,65.0,69.0,44765.00803369353
654,0.06736842105263158,65.0,75.0,40192.836346990734
655,0.06736842105263158,65.0,80.0,37031.1660561782
656,0.06736842105263158,65.0,85.0,35220.6569545776
657,0.06736842105263158,65.0,90.0,32636.01728331003
658,0.06736842105263158,65.0,96.0,30616.4664249686
659,0.06736842105263158,65.0,101.0,29283.7424812648
660,0.06736842105263158,70.0,1.0,1654178.2475098353
661,0.06736842105263158,70.0,6.0,1018575.63923669
662,0.06736842105263158,70.0,12.0,594696.7026448644
663,0.06736842105263158,70.0,17.0,407966.9086972541
664,0.06736842105263158,70.0,22.0,288569.8894198441
665,0.06736842105263158,70.0,27.0,215685.03918598927
666,0.06736842105263158,70.0,33.0,158117.36811647512
667,0.06736842105263158,70.0,38.0,121711.76474919645
668,0.06736842105263158,70.0,43.0,97738.66473792378
669,0.06736842105263158,70.0,48.0,79947.33688501379
670,0.06736842105263158,70.0,54.0,65741.6524012567
671,0.06736842105263158,70.0,59.0,56994.73206688782
672,0.06736842105263158,70.0,64.0,50692.75208270835
673,0.06736842105263158,70.0,69.0,44765.008033693564
674,0.06736842105263158,70.0,75.0,40192.83634699076
675,0.06736842105263158,70.0,80.0,37031.16605617821
676,0.06736842105263158,70.0,85.0,35220.656954577564
677,0.06736842105263158,70.0,90.0,32636.01728331005
678,0.06736842105263158,70.0,96.0,30616.466424968577
679,0.06736842105263158,70.0,101.0,29283.742481264802
680,0.06736842105263158,75.0,1.0,1654178.2475098353
681,0.06736842105263158,75.0,6.0,1018575.6392366904
682,0.06736842105263158,75.0,12.0,594696.7026448644
683,0.06736842105263158,75.0,17.0,407966.9086972542
684,0.06736842105263158,75.0,22.0,288569.88941984414
685,0.06736842105263158,75.0,27.0,215685.03918598924
686,0.06736842105263158,75.0,33.0,158117.3681164752
687,0.06736842105263158,75.0,38.0,121711.76474919646
688,0.06736842105263158,75.0,43.0,97738.66473792377
689,0.06736842105263158,75.0,48.0,79947.33688501379
690,0.06736842105263158,75.0,54.0,65741.6524012567
691,0.06736842105263158,75.0,59.0,56994.73206688781
692,0.06736842105263158,75.0,64.0,50692.75208270834
693,0.06736842105263158,75.0,69.0,44765.00803369355
694,0.06736842105263158,75.0,75.0,40192.83634699072
695,0.06736842105263158,75.0,80.0,37031.166056178205
696,0.06736842105263158,75.0,85.0,35220.656954577564
697,0.06736842105263158,75.0,90.0,32636.01728331004
698,0.06736842105263158,75.0,96.0,30616.466424968577
699,0.06736842105263158,75.0,101.0,29283.742481264813
700,0.06736842105263158,80.0,1.0,1654178.2475098353
701,0.06736842105263158,80.0,6.0,1018575.6392366904
702,0.06736842105263158,80.0,12.0,594696.7026448643
703,0.06736842105263158,80.0,17.0,407966.90869725414
704,0.06736842105263158,80.0,22.0,288569.8894198441
705,0.06736842105263158,80.0,27.0,215685.03918598927
706,0.06736842105263158,80.0,33.0,158117.36811647518
707,0.06736842105263158,80.0,38.0,121711.76474919643
708,0.06736842105263158,80.0,43.0,97738.66473792373
709,0.06736842105263158,80.0,48.0,79947.33688501376
710,0.06736842105263158,80.0,54.0,65741.6524012567
711,0.06736842105263158,80.0,59.0,56994.732066887766
712,0.06736842105263158,80.0,64.0,50692.75208270836
713,0.06736842105263158,80.0,69.0,44765.008033693564
714,0.06736842105263158,80.0,75.0,40192.83634699076
715,0.06736842105263158,80.0,80.0,37031.1660561782
716,0.06736842105263158,80.0,85.0,35220.656954577564
717,0.06736842105263158,80.0,90.0,32636.01728331004
718,0.06736842105263158,80.0,96.0,30616.466424968592
719,0.06736842105263158,80.0,101.0,29283.742481264802
720,0.06736842105263158,85.0,1.0,1654178.2475098353
721,0.06736842105263158,85.0,6.0,1018575.6392366904
722,0.06736842105263158,85.0,12.0,594696.7026448642
723,0.06736842105263158,85.0,17.0,407966.90869725397
724,0.06736842105263158,85.0,22.0,288569.8894198441
725,0.06736842105263158,85.0,27.0,215685.03918598927
726,0.06736842105263158,85.0,33.0,158117.36811647512
727,0.06736842105263158,85.0,38.0,121711.76474919645
728,0.06736842105263158,85.0,43.0,97738.66473792378
729,0.06736842105263158,85.0,48.0,79947.33688501372
730,0.06736842105263158,85.0,54.0,65741.6524012567
731,0.06736842105263158,85.0,59.0,56994.73206688781
732,0.06736842105263158,85.0,64.0,50692.75208270837
733,0.06736842105263158,85.0,69.0,44765.008033693564
734,0.06736842105263158,85.0,75.0,40192.836346990756
735,0.06736842105263158,85.0,80.0,37031.1660561782
736,0.06736842105263158,85.0,85.0,35220.65695457757
737,0.06736842105263158,85.0,90.0,32636.01728331004
738,0.06736842105263158,85.0,96.0,30616.4664249686
739,0.06736842105263158,85.0,101.0,29283.742481264802
740,0.06736842105263158,91.0,1.0,1654178.2475098353
741,0.06736842105263158,91.0,6.0,1018575.6392366901
742,0.06736842105263158,91.0,12.0,594696.7026448642
743,0.06736842105263158,91.0,17.0,407966.9086972541
744,0.06736842105263158,91.0,22.0,288569.8894198442
745,0.06736842105263158,91.0,27.0,215685.0391859894
746,0.06736842105263158,91.0,33.0,158117.36811647523
747,0.06736842105263158,91.0,38.0,121711.7647491964
748,0.06736842105263158,91.0,43.0,97738.66473792378
749,0.06736842105263158,91.0,48.0,79947.33688501373
750,0.06736842105263158,91.0,54.0,65741.6524012567
751,0.06736842105263158,91.0,59.0,56994.73206688776
752,0.06736842105263158,91.0,64.0,50692.752082708386
753,0.06736842105263158,91.0,69.0,44765.00803369352
754,0.06736842105263158,91.0,75.0,40192.83634699075
755,0.06736842105263158,91.0,80.0,37031.166056178205
756,0.06736842105263158,91.0,85.0,35220.65695457759
757,0.06736842105263158,91.0,90.0,32636.017283310033
758,0.06736842105263158,91.0,96.0,30616.466424968592
759,0.06736842105263158,91.0,101.0,29283.742481264795
760,0.06736842105263158,96.0,1.0,1654178.2475098353
761,0.06736842105263158,96.0,6.0,1018575.6392366902
762,0.06736842105263158,96.0,12.0,594696.7026448644
763,0.06736842105263158,96.0,17.0,407966.9086972542
764,0.06736842105263158,96.0,22.0,288569.88941984414
765,0.06736842105263158,96.0,27.0,215685.03918598927
766,0.06736842105263158,96.0,33.0,158117.36811647523
767,0.06736842105263158,96.0,38.0,121711.76474919645
768,0.06736842105263158,96.0,43.0,97738.66473792373
769,0.06736842105263158,96.0,48.0,79947.33688501379
770,0.06736842105263158,96.0,54.0,65741.65240125668
771,0.06736842105263158,96.0,59.0,56994.73206688781
772,0.06736842105263158,96.0,64.0,50692.75208270839
773,0.06736842105263158,96.0,69.0,44765.00803369356
774,0.06736842105263158,96.0,75.0,40192.83634699075
775,0.06736842105263158,96.0,80.0,37031.16605617819
776,0.06736842105263158,96.0,85.0,35220.656954577564
777,0.06736842105263158,96.0,90.0,32636.017283310026
778,0.06736842105263158,96.0,96.0,30616.4664249686
779,0.06736842105263158,96.0,101.0,29283.742481264777
780,0.06736842105263158,101.0,1.0,1654178.2475098353
781,0.06736842105263158,101.0,6.0,1018575.6392366901
782,0.06736842105263158,101.0,12.0,594696.7026448642
783,0.06736842105263158,101.0,17.0,407966.9086972541
784,0.06736842105263158,101.0,22.0,288569.8894198441
785,0.06736842105263158,101.0,27.0,215685.0391859893
786,0.06736842105263158,101.0,33.0,158117.36811647523
787,0.06736842105263158,101.0,38.0,121711.76474919645
788,0.06736842105263158,101.0,43.0,97738.66473792377
789,0.06736842105263158,101.0,48.0,79947.33688501379
790,0.06736842105263158,101.0,54.0,65741.65240125668
791,0.06736842105263158,101.0,59.0,56994.73206688782
792,0.06736842105263158,101.0,64.0,50692.75208270834
793,0.06736842105263158,101.0,69.0,44765.008033693535
794,0.06736842105263158,101.0,75.0,40192.83634699076
795,0.06736842105263158,101.0,80.0,37031.16605617819
796,0.06736842105263158,101.0,85.0,35220.65695457756
797,0.06736842105263158,101.0,90.0,32636.01728331004
798,0.06736842105263158,101.0,96.0,30616.466424968592
799,0.06736842105263158,101.0,101.0,29283.74248126479
800,0.12473684210526316,2.0,1.0,1660299.4407279806
801,0.12473684210526316,2.0,6.0,1214482.562345026
802,0.12473684210526316,2.0,12.0,921516.628512357
803,0.12473684210526316,2.0,17.0,733661.1858123726
804,0.12473684210526316,2.0,22.0,636300.9096265216
805,0.12473684210526316,2.0,27.0,557531.7306370653
806,0.12473684210526316,2.0,33.0,484588.2332133288
807,0.12473684210526316,2.0,38.0,432294.6083998513
808,0.12473684210526316,2.0,43.0,406501.44131033274
809,0.12473684210526316,2.0,48.0,366154.2394998802
810,0.12473684210526316,2.0,54.0,340941.18978117907
811,0.12473684210526316,2.0,59.0,312178.83972301317
812,0.12473684210526316,2.0,64.0,298118.27041613153
813,0.12473684210526316,2.0,69.0,282836.0967581798
814,0.12473684210526316,2.0,75.0,269862.1341329144
815,0.12473684210526316,2.0,80.0,261675.6781293525
816,0.12473684210526316,2.0,85.0,252854.52671831273
817,0.12473684210526316,2.0,90.0,245339.4398617162
818,0.12473684210526316,2.0,96.0,239571.63454885196
819,0.12473684210526316,2.0,101.0,235811.94712936162
820,0.12473684210526316,7.0,1.0,1515173.7140889256
821,0.12473684210526316,7.0,6.0,631913.7767695329
822,0.12473684210526316,7.0,12.0,287283.85574573587
823,0.12473684210526316,7.0,17.0,178527.5151334639
824,0.12473684210526316,7.0,22.0,113138.76959063957
825,0.12473684210526316,7.0,27.0,81976.5000398599
826,0.12473684210526316,7.0,33.0,61123.03925893918
827,0.12473684210526316,7.0,38.0,51295.97969152581
828,0.12473684210526316,7.0,43.0,44630.98172358055
829,0.12473684210526316,7.0,48.0,39453.94672266414
830,0.12473684210526316,7.0,54.0,33434.5452249098
831,0.12473684210526316,7.0,59.0,31247.7023765088
832,0.12473684210526316,7.0,64.0,29292.206692477324
833,0.12473684210526316,7.0,69.0,27775.02300759886
834,0.12473684210526316,7.0,75.0,26701.24038436069
835,0.12473684210526316,7.0,80.0,25576.171525579957
836,0.12473684210526316,7.0,85.0,25139.973509966123
837,0.12473684210526316,7.0,90.0,24481.47413352051
838,0.12473684210526316,7.0,96.0,23891.40824164728
839,0.12473684210526316,7.0,101.0,23553.12772339005
840,0.12473684210526316,12.0,1.0,1515662.704910922
841,0.12473684210526316,12.0,6.0,641886.2176256888
842,0.12473684210526316,12.0,12.0,273294.1597879175
843,0.12473684210526316,12.0,17.0,160337.4095039013
844,0.12473684210526316,12.0,22.0,100552.12275285106
845,0.12473684210526316,12.0,27.0,71872.13961575749
846,0.12473684210526316,12.0,33.0,52576.853247959436
847,0.12473684210526316,12.0,38.0,42941.555234007596
848,0.12473684210526316,12.0,43.0,37470.85317389351
849,0.12473684210526316,12.0,48.0,32358.43835905919
850,0.12473684210526316,12.0,54.0,31025.0825367861
851,0.12473684210526316,12.0,59.0,29683.83084115983
852,0.12473684210526316,12.0,64.0,27400.05546407596
853,0.12473684210526316,12.0,69.0,27084.792581906928
854,0.12473684210526316,12.0,75.0,25731.986411809656
855,0.12473684210526316,12.0,80.0,25437.024035495568
856,0.12473684210526316,12.0,85.0,24049.931925035715
857,0.12473684210526316,12.0,90.0,23546.824464662463
858,0.12473684210526316,12.0,96.0,24400.29226243598
859,0.12473684210526316,12.0,101.0,22916.642608272952
860,0.12473684210526316,18.0,1.0,1515662.704910922
861,0.12473684210526316,18.0,6.0,641886.2176256888
862,0.12473684210526316,18.0,12.0,273294.15978791745
863,0.12473684210526316,18.0,17.0,160337.4095039013
864,0.12473684210526316,18.0,22.0,100552.12275285108
865,0.12473684210526316,18.0,27.0,71872.13961575749
866,0.12473684210526316,18.0,33.0,52576.853247959436
867,0.12473684210526316,18.0,38.0,42316.00551396576
868,0.12473684210526316,18.0,43.0,37470.853173893505
869,0.12473684210526316,18.0,48.0,33008.60347469109
870,0.12473684210526316,18.0,54.0,31442.39971569117
871,0.12473684210526316,18.0,59.0,28936.45331418816
872,0.12473684210526316,18.0,64.0,27781.759982718468
873,0.12473684210526316,18.0,69.0,27095.544578632955
874,0.12473684210526316,18.0,75.0,26386.791081487463
875,0.12473684210526316,18.0,80.0,24748.488407899833
876,0.12473684210526316,18.0,85.0,24984.02963272209
877,0.12473684210526316,18.0,90.0,23519.046599307403
878,0.12473684210526316,18.0,96.0,24375.54601739038
879,0.12473684210526316,18.0,101.0,22963.799768334127
880,0.12473684210526316,23.0,1.0,1515662.704910922
881,0.12473684210526316,23.0,6.0,641886.2176256888
882,0.12473684210526316,23.0,12.0,273294.15978791745
883,0.12473684210526316,23.0,17.0,160337.4095039013
884,0.12473684210526316,23.0,22.0,100552.1227528511
885,0.12473684210526316,23.0,27.0,71872.13961575749
886,0.12473684210526316,23.0,33.0,52576.85324795943
887,0.12473684210526316,23.0,38.0,42941.55523400759
888,0.12473684210526316,23.0,43.0,37470.853173893476
889,0.12473684210526316,23.0,48.0,32358.438359059186
890,0.12473684210526316,23.0,54.0,31395.908324521908
891,0.12473684210526316,23.0,59.0,28936.453314188166
892,0.12473684210526316,23.0,64.0,28400.126678331657
893,0.12473684210526316,23.0,69.0,27413.022060876676
894,0.12473684210526316,23.0,75.0,26061.527875205218
895,0.12473684210526316,23.0,80.0,25770.727751227176
896,0.12473684210526316,23.0,85.0,24079.480782375176
897,0.12473684210526316,23.0,90.0,23800.28274347146
898,0.12473684210526316,23.0,96.0,23755.853253361056
899,0.12473684210526316,23.0,101.0,23514.36836320351
900,0.12473684210526316,28.0,1.0,1515662.704910922
901,0.12473684210526316,28.0,6.0,641886.2176256888
902,0.12473684210526316,28.0,12.0,273294.1597879175
903,0.12473684210526316,28.0,17.0,160337.4095039013
904,0.12473684210526316,28.0,22.0,100552.1227528511
905,0.12473684210526316,28.0,27.0,71872.13961575749
906,0.12473684210526316,28.0,33.0,52576.853247959436
907,0.12473684210526316,28.0,38.0,42941.555234007596
908,0.12473684210526316,28.0,43.0,37470.853173893505
909,0.12473684210526316,28.0,48.0,33008.60347469112
910,0.12473684210526316,28.0,54.0,30419.437841922034
911,0.12473684210526316,28.0,59.0,28987.00921556773
912,0.12473684210526316,28.0,64.0,28106.803156640544
913,0.12473684210526316,28.0,69.0,27140.240435720294
914,0.12473684210526316,28.0,75.0,26417.462116479597
915,0.12473684210526316,28.0,80.0,25066.71279271789
916,0.12473684210526316,28.0,85.0,24713.959332607352
917,0.12473684210526316,28.0,90.0,23229.490563997326
918,0.12473684210526316,28.0,96.0,24045.362351977423
919,0.12473684210526316,28.0,101.0,23273.176703401008
920,0.12473684210526316,33.0,1.0,1515662.704910922
921,0.12473684210526316,33.0,6.0,641886.2176256888
922,0.12473684210526316,33.0,12.0,273294.15978791745
923,0.12473684210526316,33.0,17.0,160337.4095039013
924,0.12473684210526316,33.0,22.0,100552.1227528511
925,0.12473684210526316,33.0,27.0,71872.13961575749
926,0.12473684210526316,33.0,33.0,52576.853247959436
927,0.12473684210526316,33.0,38.0,42941.55523400757
928,0.12473684210526316,33.0,43.0,38129.058939014525
929,0.12473684210526316,33.0,48.0,32358.438359059186
930,0.12473684210526316,33.0,54.0,31042.114117488323
931,0.12473684210526316,33.0,59.0,28667.342893640853
932,0.12473684210526316,33.0,64.0,27441.821408889875
933,0.12473684210526316,33.0,69.0,26491.183532135678
934,0.12473684210526316,33.0,75.0,25456.13496696882
935,0.12473684210526316,33.0,80.0,24155.43130291044
936,0.12473684210526316,33.0,85.0,24671.575933634314
937,0.12473684210526316,33.0,90.0,24830.607143784124
938,0.12473684210526316,33.0,96.0,23445.83087179775
939,0.12473684210526316,33.0,101.0,24223.31294066067
940,0.12473684210526316,38.0,1.0,1515662.704910922
941,0.12473684210526316,38.0,6.0,641886.2176256888
942,0.12473684210526316,38.0,12.0,273294.15978791745
943,0.12473684210526316,38.0,17.0,160337.4095039013
944,0.12473684210526316,38.0,22.0,100552.12275285108
945,0.12473684210526316,38.0,27.0,71872.13961575749
946,0.12473684210526316,38.0,33.0,52576.853247959436
947,0.12473684210526316,38.0,38.0,42316.00551396577
948,0.12473684210526316,38.0,43.0,38129.058939014496
949,0.12473684210526316,38.0,48.0,32358.438359059164
950,0.12473684210526316,38.0,54.0,30047.33038155625
951,0.12473684210526316,38.0,59.0,29683.830841159823
952,0.12473684210526316,38.0,64.0,28435.30532863561
953,0.12473684210526316,38.0,69.0,27084.792581906913
954,0.12473684210526316,38.0,75.0,26417.462116479583
955,0.12473684210526316,38.0,80.0,25425.443755132124
956,0.12473684210526316,38.0,85.0,24985.260619601548
957,0.12473684210526316,38.0,90.0,24830.607143784106
958,0.12473684210526316,38.0,96.0,24384.660173675198
959,0.12473684210526316,38.0,101.0,22642.793071600474
960,0.12473684210526316,44.0,1.0,1515662.704910922
961,0.12473684210526316,44.0,6.0,641886.2176256888
962,0.12473684210526316,44.0,12.0,273294.1597879175
963,0.12473684210526316,44.0,17.0,160337.4095039013
964,0.12473684210526316,44.0,22.0,100552.1227528511
965,0.12473684210526316,44.0,27.0,71872.13961575749
966,0.12473684210526316,44.0,33.0,52576.853247959436
967,0.12473684210526316,44.0,38.0,42316.00551396577
968,0.12473684210526316,44.0,43.0,37470.853173893476
969,0.12473684210526316,44.0,48.0,33008.60347469112
970,0.12473684210526316,44.0,54.0,31395.908324521908
971,0.12473684210526316,44.0,59.0,29003.791005225372
972,0.12473684210526316,44.0,64.0,27400.055464075962
973,0.12473684210526316,44.0,69.0,27480.003959614674
974,0.12473684210526316,44.0,75.0,25428.798340336627
975,0.12473684210526316,44.0,80.0,24455.536259888846
976,0.12473684210526316,44.0,85.0,25029.0397128672
977,0.12473684210526316,44.0,90.0,23851.75693389169
978,0.12473684210526316,44.0,96.0,24375.546017390356
