,Learning rates,Number of leaf nodes,Number of trees,MSE
4650,0.6410526315789474,65.0,54.0,44772.82231759205
4651,0.6410526315789474,65.0,59.0,43097.002961303515
4652,0.6410526315789474,65.0,64.0,44780.87004790448
4653,0.6410526315789474,65.0,69.0,45098.06347681803
4654,0.6410526315789474,65.0,75.0,44563.39851618978
4655,0.6410526315789474,65.0,80.0,44908.77332570095
4656,0.6410526315789474,65.0,85.0,44593.67518330544
4657,0.6410526315789474,65.0,90.0,44937.65917643565
4658,0.6410526315789474,65.0,96.0,45046.75567691541
4659,0.6410526315789474,65.0,101.0,44867.871556023376
4660,0.6410526315789474,70.0,1.0,689013.0992770646
4661,0.6410526315789474,70.0,6.0,92480.17161389101
4662,0.6410526315789474,70.0,12.0,70636.27672359871
4663,0.6410526315789474,70.0,17.0,54987.31526000766
4664,0.6410526315789474,70.0,22.0,49926.06760197747
4665,0.6410526315789474,70.0,27.0,47344.62272775635
4666,0.6410526315789474,70.0,33.0,46050.33241844599
4667,0.6410526315789474,70.0,38.0,43894.42181727639
4668,0.6410526315789474,70.0,43.0,44447.40647073542
4669,0.6410526315789474,70.0,48.0,44731.9550558801
4670,0.6410526315789474,70.0,54.0,44772.82231759207
4671,0.6410526315789474,70.0,59.0,43097.00296130351
4672,0.6410526315789474,70.0,64.0,44712.835268228184
4673,0.6410526315789474,70.0,69.0,45528.37315472035
4674,0.6410526315789474,70.0,75.0,44632.589507268385
4675,0.6410526315789474,70.0,80.0,44037.64255668455
4676,0.6410526315789474,70.0,85.0,44167.06537732463
4677,0.6410526315789474,70.0,90.0,43802.802387814576
4678,0.6410526315789474,70.0,96.0,44914.993342974456
4679,0.6410526315789474,70.0,101.0,44666.58244976756
4680,0.6410526315789474,75.0,1.0,689013.0992770644
4681,0.6410526315789474,75.0,6.0,92480.17161389101
4682,0.6410526315789474,75.0,12.0,70636.27672359874
4683,0.6410526315789474,75.0,17.0,54338.35590370123
4684,0.6410526315789474,75.0,22.0,49926.06760197747
4685,0.6410526315789474,75.0,27.0,46596.17656063864
4686,0.6410526315789474,75.0,33.0,46050.33241844597
4687,0.6410526315789474,75.0,38.0,43894.42181727637
4688,0.6410526315789474,75.0,43.0,44937.247509929184
4689,0.6410526315789474,75.0,48.0,44412.33509482777
4690,0.6410526315789474,75.0,54.0,44708.99544253953
4691,0.6410526315789474,75.0,59.0,43948.18509445716
4692,0.6410526315789474,75.0,64.0,44712.83526822827
4693,0.6410526315789474,75.0,69.0,45463.6429478862
4694,0.6410526315789474,75.0,75.0,43691.60501956891
4695,0.6410526315789474,75.0,80.0,44513.584545710975
4696,0.6410526315789474,75.0,85.0,45141.10762870705
4697,0.6410526315789474,75.0,90.0,43802.80238781454
4698,0.6410526315789474,75.0,96.0,44205.500889675975
4699,0.6410526315789474,75.0,101.0,44480.005393495514
4700,0.6410526315789474,80.0,1.0,689013.0992770646
4701,0.6410526315789474,80.0,6.0,92480.17161389101
4702,0.6410526315789474,80.0,12.0,70636.27672359873
4703,0.6410526315789474,80.0,17.0,53748.20659965503
4704,0.6410526315789474,80.0,22.0,48681.01184003834
4705,0.6410526315789474,80.0,27.0,46596.17656063863
4706,0.6410526315789474,80.0,33.0,46050.33241844599
4707,0.6410526315789474,80.0,38.0,43894.4218172764
4708,0.6410526315789474,80.0,43.0,44937.24750992918
4709,0.6410526315789474,80.0,48.0,45269.64102339277
4710,0.6410526315789474,80.0,54.0,43493.511774927036
4711,0.6410526315789474,80.0,59.0,43097.00296130355
4712,0.6410526315789474,80.0,64.0,44325.2979529713
4713,0.6410526315789474,80.0,69.0,44204.12775521317
4714,0.6410526315789474,80.0,75.0,43961.472746780666
4715,0.6410526315789474,80.0,80.0,44908.77332570095
4716,0.6410526315789474,80.0,85.0,44532.06218427964
4717,0.6410526315789474,80.0,90.0,43660.03352414574
4718,0.6410526315789474,80.0,96.0,44042.54822971389
4719,0.6410526315789474,80.0,101.0,44504.16470741378
4720,0.6410526315789474,85.0,1.0,689013.0992770646
4721,0.6410526315789474,85.0,6.0,92480.17161389106
4722,0.6410526315789474,85.0,12.0,70636.27672359877
4723,0.6410526315789474,85.0,17.0,54397.16595596144
4724,0.6410526315789474,85.0,22.0,49326.49289628543
4725,0.6410526315789474,85.0,27.0,47837.1248346296
4726,0.6410526315789474,85.0,33.0,46050.33241844595
4727,0.6410526315789474,85.0,38.0,45133.59623869634
4728,0.6410526315789474,85.0,43.0,44937.24750992919
4729,0.6410526315789474,85.0,48.0,44412.335094827795
4730,0.6410526315789474,85.0,54.0,44772.82231759204
4731,0.6410526315789474,85.0,59.0,43583.487539741735
4732,0.6410526315789474,85.0,64.0,45605.521719336764
4733,0.6410526315789474,85.0,69.0,45203.01568079022
4734,0.6410526315789474,85.0,75.0,44025.12539105414
4735,0.6410526315789474,85.0,80.0,45405.04132774936
4736,0.6410526315789474,85.0,85.0,44314.668566718414
4737,0.6410526315789474,85.0,90.0,44904.72946199066
4738,0.6410526315789474,85.0,96.0,44716.118604534284
4739,0.6410526315789474,85.0,101.0,44449.461058149696
4740,0.6410526315789474,91.0,1.0,689013.0992770644
4741,0.6410526315789474,91.0,6.0,92480.17161389106
4742,0.6410526315789474,91.0,12.0,70636.27672359871
4743,0.6410526315789474,91.0,17.0,53748.20659965503
4744,0.6410526315789474,91.0,22.0,49926.06760197747
4745,0.6410526315789474,91.0,27.0,46596.17656063867
4746,0.6410526315789474,91.0,33.0,45564.62534727271
4747,0.6410526315789474,91.0,38.0,43894.42181727637
4748,0.6410526315789474,91.0,43.0,45276.97369205076
4749,0.6410526315789474,91.0,48.0,44793.84820884404
4750,0.6410526315789474,91.0,54.0,44349.41832622685
4751,0.6410526315789474,91.0,59.0,42732.30540658809
4752,0.6410526315789474,91.0,64.0,44780.870047904464
4753,0.6410526315789474,91.0,69.0,45528.37315472039
4754,0.6410526315789474,91.0,75.0,43738.37473423136
4755,0.6410526315789474,91.0,80.0,44513.58454571096
4756,0.6410526315789474,91.0,85.0,45141.10762870699
4757,0.6410526315789474,91.0,90.0,44584.57344810266
4758,0.6410526315789474,91.0,96.0,43814.66608291115
4759,0.6410526315789474,91.0,101.0,44959.51473063121
4760,0.6410526315789474,96.0,1.0,689013.0992770646
4761,0.6410526315789474,96.0,6.0,92480.17161389107
4762,0.6410526315789474,96.0,12.0,70636.27672359873
4763,0.6410526315789474,96.0,17.0,54987.31526000766
4764,0.6410526315789474,96.0,22.0,49926.06760197747
4765,0.6410526315789474,96.0,27.0,46596.17656063863
4766,0.6410526315789474,96.0,33.0,45265.85119695182
4767,0.6410526315789474,96.0,38.0,45133.59623869633
4768,0.6410526315789474,96.0,43.0,44937.24750992918
4769,0.6410526315789474,96.0,48.0,43874.649127315104
4770,0.6410526315789474,96.0,54.0,44772.82231759201
4771,0.6410526315789474,96.0,59.0,43161.60044304855
4772,0.6410526315789474,96.0,64.0,45217.98440407981
4773,0.6410526315789474,96.0,69.0,44674.659430253494
4774,0.6410526315789474,96.0,75.0,44563.39851618979
4775,0.6410526315789474,96.0,80.0,44062.29644996329
4776,0.6410526315789474,96.0,85.0,45459.91819553517
4777,0.6410526315789474,96.0,90.0,43824.064718558366
4778,0.6410526315789474,96.0,96.0,44835.972916737184
4779,0.6410526315789474,96.0,101.0,44789.19507550516
4780,0.6410526315789474,101.0,1.0,689013.0992770644
4781,0.6410526315789474,101.0,6.0,92480.17161389101
4782,0.6410526315789474,101.0,12.0,71378.86801120626
4783,0.6410526315789474,101.0,17.0,54397.16595596146
4784,0.6410526315789474,101.0,22.0,48681.011840038336
4785,0.6410526315789474,101.0,27.0,47088.67866751188
4786,0.6410526315789474,101.0,33.0,45265.851196951786
4787,0.6410526315789474,101.0,38.0,44709.98646976505
4788,0.6410526315789474,101.0,43.0,45766.81473124452
4789,0.6410526315789474,101.0,48.0,43936.54228027903
4790,0.6410526315789474,101.0,54.0,43540.45572036843
4791,0.6410526315789474,101.0,59.0,42732.30540658808
4792,0.6410526315789474,101.0,64.0,45269.13625414498
4793,0.6410526315789474,101.0,69.0,44309.07995918529
4794,0.6410526315789474,101.0,75.0,43669.18374315283
4795,0.6410526315789474,101.0,80.0,45275.62603445368
4796,0.6410526315789474,101.0,85.0,44299.46448736524
4797,0.6410526315789474,101.0,90.0,44124.14528480256
4798,0.6410526315789474,101.0,96.0,44713.07926766579
4799,0.6410526315789474,101.0,101.0,44721.39751433924
4800,0.698421052631579,2.0,1.0,1176793.5777311118
4801,0.698421052631579,2.0,6.0,512170.23819912114
4802,0.698421052631579,2.0,12.0,363683.63036570436
4803,0.698421052631579,2.0,17.0,334236.1698021646
4804,0.698421052631579,2.0,22.0,286051.65434775007
4805,0.698421052631579,2.0,27.0,268203.7731358624
4806,0.698421052631579,2.0,33.0,253539.37533679474
4807,0.698421052631579,2.0,38.0,237867.98165152658
4808,0.698421052631579,2.0,43.0,227637.17333805634
4809,0.698421052631579,2.0,48.0,217155.78874412982
4810,0.698421052631579,2.0,54.0,208982.86756982814
4811,0.698421052631579,2.0,59.0,206064.7573190049
4812,0.698421052631579,2.0,64.0,198986.1102841539
4813,0.698421052631579,2.0,69.0,192623.50713888966
4814,0.698421052631579,2.0,75.0,189948.9789492584
4815,0.698421052631579,2.0,80.0,189648.8517592199
4816,0.698421052631579,2.0,85.0,189699.80663944464
4817,0.698421052631579,2.0,90.0,191250.28464995266
4818,0.698421052631579,2.0,96.0,188789.68381756757
4819,0.698421052631579,2.0,101.0,184707.29363651632
4820,0.698421052631579,7.0,1.0,649284.3981017665
4821,0.698421052631579,7.0,6.0,117084.81332096174
4822,0.698421052631579,7.0,12.0,75240.3508588517
4823,0.698421052631579,7.0,17.0,60680.467674631436
4824,0.698421052631579,7.0,22.0,54469.51206529521
4825,0.698421052631579,7.0,27.0,49105.61985832386
4826,0.698421052631579,7.0,33.0,47104.16553523189
4827,0.698421052631579,7.0,38.0,43953.65851943325
4828,0.698421052631579,7.0,43.0,44430.14216100326
4829,0.698421052631579,7.0,48.0,41204.874523457496
4830,0.698421052631579,7.0,54.0,39203.63726701726
4831,0.698421052631579,7.0,59.0,38895.659264515496
4832,0.698421052631579,7.0,64.0,39494.06387558419
4833,0.698421052631579,7.0,69.0,39287.04404618544
4834,0.698421052631579,7.0,75.0,38928.7482943192
4835,0.698421052631579,7.0,80.0,38533.35341084464
4836,0.698421052631579,7.0,85.0,38518.68986333788
4837,0.698421052631579,7.0,90.0,38249.323860804034
4838,0.698421052631579,7.0,96.0,37543.25306882923
4839,0.698421052631579,7.0,101.0,37167.08841769281
4840,0.698421052631579,12.0,1.0,643828.7295128983
4841,0.698421052631579,12.0,6.0,128303.85069745115
4842,0.698421052631579,12.0,12.0,88523.25843415252
4843,0.698421052631579,12.0,17.0,77226.09215626262
4844,0.698421052631579,12.0,22.0,69614.83726527699
4845,0.698421052631579,12.0,27.0,62626.76711358935
4846,0.698421052631579,12.0,33.0,60776.737743809834
4847,0.698421052631579,12.0,38.0,56440.73339121609
4848,0.698421052631579,12.0,43.0,55876.1025702933
4849,0.698421052631579,12.0,48.0,55843.905997148424
4850,0.698421052631579,12.0,54.0,50808.91476350151
4851,0.698421052631579,12.0,59.0,49450.80279521897
4852,0.698421052631579,12.0,64.0,48872.51410989988
4853,0.698421052631579,12.0,69.0,49463.243539643016
4854,0.698421052631579,12.0,75.0,47831.349732944014
4855,0.698421052631579,12.0,80.0,46873.58147677754
4856,0.698421052631579,12.0,85.0,47660.80823531209
4857,0.698421052631579,12.0,90.0,47832.02908646642
4858,0.698421052631579,12.0,96.0,45801.99626359517
4859,0.698421052631579,12.0,101.0,47199.10759179997
4860,0.698421052631579,18.0,1.0,643828.7295128983
4861,0.698421052631579,18.0,6.0,128303.85069745111
4862,0.698421052631579,18.0,12.0,85364.37871357224
4863,0.698421052631579,18.0,17.0,79054.12178839967
4864,0.698421052631579,18.0,22.0,69614.837265277
4865,0.698421052631579,18.0,27.0,63267.611789443836
4866,0.698421052631579,18.0,33.0,62933.03733640493
4867,0.698421052631579,18.0,38.0,57859.20045409375
4868,0.698421052631579,18.0,43.0,56067.31306000239
4869,0.698421052631579,18.0,48.0,54803.17181234228
4870,0.698421052631579,18.0,54.0,51384.058517694684
4871,0.698421052631579,18.0,59.0,49876.40568615459
4872,0.698421052631579,18.0,64.0,48687.6662953334
4873,0.698421052631579,18.0,69.0,47923.59984936023
4874,0.698421052631579,18.0,75.0,47033.443523287984
4875,0.698421052631579,18.0,80.0,48242.97695757544
4876,0.698421052631579,18.0,85.0,46983.83598920889
4877,0.698421052631579,18.0,90.0,46127.316807620926
4878,0.698421052631579,18.0,96.0,46044.25777535942
4879,0.698421052631579,18.0,101.0,44812.949478264774
4880,0.698421052631579,23.0,1.0,643828.7295128983
4881,0.698421052631579,23.0,6.0,128303.85069745113
4882,0.698421052631579,23.0,12.0,88523.25843415245
4883,0.698421052631579,23.0,17.0,79054.12178839973
4884,0.698421052631579,23.0,22.0,68031.30400147013
4885,0.698421052631579,23.0,27.0,61790.04045898751
4886,0.698421052631579,23.0,33.0,62748.15256433725
4887,0.698421052631579,23.0,38.0,57383.81516299105
4888,0.698421052631579,23.0,43.0,58068.46153055163
4889,0.698421052631579,23.0,48.0,54277.16620279385
4890,0.698421052631579,23.0,54.0,50194.65394929658
4891,0.698421052631579,23.0,59.0,49391.02704679625
4892,0.698421052631579,23.0,64.0,49333.106359686986
4893,0.698421052631579,23.0,69.0,48247.00299692689
4894,0.698421052631579,23.0,75.0,46542.26327482985
4895,0.698421052631579,23.0,80.0,48106.900718950405
4896,0.698421052631579,23.0,85.0,47907.02182953494
4897,0.698421052631579,23.0,90.0,47832.029086466406
4898,0.698421052631579,23.0,96.0,45930.672646653366
4899,0.698421052631579,23.0,101.0,45516.35821025273
4900,0.698421052631579,28.0,1.0,643828.7295128983
4901,0.698421052631579,28.0,6.0,128303.85069745111
4902,0.698421052631579,28.0,12.0,85364.37871357222
4903,0.698421052631579,28.0,17.0,77226.09215626263
4904,0.698421052631579,28.0,22.0,69614.83726527703
4905,0.698421052631579,28.0,27.0,61790.040458987474
4906,0.698421052631579,28.0,33.0,62261.862101265506
4907,0.698421052631579,28.0,38.0,56459.367458274704
4908,0.698421052631579,28.0,43.0,55903.04705265573
4909,0.698421052631579,28.0,48.0,54277.16620279389
4910,0.698421052631579,28.0,54.0,50269.01872058484
4911,0.698421052631579,28.0,59.0,48404.712442678225
4912,0.698421052631579,28.0,64.0,50703.18310954818
4913,0.698421052631579,28.0,69.0,47321.14490505068
4914,0.698421052631579,28.0,75.0,46488.706507485425
4915,0.698421052631579,28.0,80.0,48081.068177272275
4916,0.698421052631579,28.0,85.0,47516.29761183253
4917,0.698421052631579,28.0,90.0,47388.764643116025
4918,0.698421052631579,28.0,96.0,46173.91956849126
4919,0.698421052631579,28.0,101.0,44841.102057933036
4920,0.698421052631579,33.0,1.0,643828.7295128983
4921,0.698421052631579,33.0,6.0,128303.85069745111
4922,0.698421052631579,33.0,12.0,88523.25843415245
4923,0.698421052631579,33.0,17.0,79054.12178839975
4924,0.698421052631579,33.0,22.0,68031.30400147008
4925,0.698421052631579,33.0,27.0,61149.19578313301
4926,0.698421052631579,33.0,33.0,63401.819808658816
4927,0.698421052631579,33.0,38.0,58038.59403281385
4928,0.698421052631579,33.0,43.0,56067.31306000233
4929,0.698421052631579,33.0,48.0,54915.58072469313
4930,0.698421052631579,33.0,54.0,49345.04461685817
4931,0.698421052631579,33.0,59.0,47876.59937971961
4932,0.698421052631579,33.0,64.0,49573.341374796066
4933,0.698421052631579,33.0,69.0,49529.02927525915
4934,0.698421052631579,33.0,75.0,46674.7502909655
4935,0.698421052631579,33.0,80.0,45973.65033164508
4936,0.698421052631579,33.0,85.0,45468.67986425581
4937,0.698421052631579,33.0,90.0,46679.248916500794
4938,0.698421052631579,33.0,96.0,48030.82473284869
4939,0.698421052631579,33.0,101.0,46400.21207736972
4940,0.698421052631579,38.0,1.0,643828.7295128983
4941,0.698421052631579,38.0,6.0,128303.85069745113
4942,0.698421052631579,38.0,12.0,88523.25843415245
4943,0.698421052631579,38.0,17.0,79054.1217883997
4944,0.698421052631579,38.0,22.0,70565.77910628275
4945,0.698421052631579,38.0,27.0,62626.76711358934
4946,0.698421052631579,38.0,33.0,61430.404988131435
4947,0.698421052631579,38.0,38.0,57114.14632809751
4948,0.698421052631579,38.0,43.0,57542.664099271286
4949,0.698421052631579,38.0,48.0,54304.40527270261
4950,0.698421052631579,38.0,54.0,49333.20624837665
4951,0.698421052631579,38.0,59.0,47876.599379719664
4952,0.698421052631579,38.0,64.0,48962.22492476264
4953,0.698421052631579,38.0,69.0,48379.937499215215
4954,0.698421052631579,38.0,75.0,47926.93246290745
4955,0.698421052631579,38.0,80.0,46233.66140116444
4956,0.698421052631579,38.0,85.0,45984.029646859526
4957,0.698421052631579,38.0,90.0,46807.0794022194
4958,0.698421052631579,38.0,96.0,46533.8191779483
4959,0.698421052631579,38.0,101.0,46534.245063474176
4960,0.698421052631579,44.0,1.0,643828.7295128983
4961,0.698421052631579,44.0,6.0,128303.85069745111
4962,0.698421052631579,44.0,12.0,88523.25843415248
4963,0.698421052631579,44.0,17.0,79054.12178839967
4964,0.698421052631579,44.0,22.0,70565.77910628277
4965,0.698421052631579,44.0,27.0,63267.611789443814
4966,0.698421052631579,44.0,33.0,60759.229752991974
4967,0.698421052631579,44.0,38.0,57365.18109593247
4968,0.698421052631579,44.0,43.0,56566.1660089203
4969,0.698421052631579,44.0,48.0,55816.66692723967
4970,0.698421052631579,44.0,54.0,49372.3233083883
4971,0.698421052631579,44.0,59.0,47488.99689012388
4972,0.698421052631579,44.0,64.0,49977.09640368382
4973,0.698421052631579,44.0,69.0,48136.77365479406
4974,0.698421052631579,44.0,75.0,47895.95304885514
4975,0.698421052631579,44.0,80.0,47567.70645311314
4976,0.698421052631579,44.0,85.0,47625.42575480667
4977,0.698421052631579,44.0,90.0,45537.18052206449
4978,0.698421052631579,44.0,96.0,45284.70311539798
4979,0.698421052631579,44.0,101.0,46653.90278978987
4980,0.698421052631579,49.0,1.0,643828.7295128983
4981,0.698421052631579,49.0,6.0,128303.85069745111
4982,0.698421052631579,49.0,12.0,88523.25843415246
4983,0.698421052631579,49.0,17.0,79054.12178839972
4984,0.698421052631579,49.0,22.0,69614.837265277
4985,0.698421052631579,49.0,27.0,63267.61178944381
4986,0.698421052631579,49.0,33.0,61447.912978949316
4987,0.698421052631579,49.0,38.0,56440.733391216156
4988,0.698421052631579,49.0,43.0,55377.249621375406
4989,0.698421052631579,49.0,48.0,56427.8423792302
4990,0.698421052631579,49.0,54.0,50167.37525776644
4991,0.698421052631579,49.0,59.0,49321.83734149621
4992,0.698421052631579,49.0,64.0,49034.95512446631
4993,0.698421052631579,49.0,69.0,50060.39134895167
4994,0.698421052631579,49.0,75.0,47249.70843096922
4995,0.698421052631579,49.0,80.0,48993.1407301354
4996,0.698421052631579,49.0,85.0,46197.54383820797
4997,0.698421052631579,49.0,90.0,47304.756295688836
4998,0.698421052631579,49.0,96.0,46561.824133565744
4999,0.698421052631579,49.0,101.0,46777.856330664574
5000,0.698421052631579,54.0,1.0,643828.7295128983
5001,0.698421052631579,54.0,6.0,128303.85069745111
5002,0.698421052631579,54.0,12.0,88523.25843415248
5003,0.698421052631579,54.0,17.0,77226.0921562626
5004,0.698421052631579,54.0,22.0,68982.2458424759
5005,0.698421052631579,54.0,27.0,62626.76711358935
5006,0.698421052631579,54.0,33.0,62730.64457351937
5007,0.698421052631579,54.0,38.0,57095.51226103888
5008,0.698421052631579,54.0,43.0,56094.25754236481
5009,0.698421052631579,54.0,48.0,54830.4108822511
5010,0.698421052631579,54.0,54.0,49873.10229129326
5011,0.698421052631579,54.0,59.0,48733.948530114896
5012,0.698421052631579,54.0,64.0,48432.334658468724
5013,0.698421052631579,54.0,69.0,47565.94868807958
5014,0.698421052631579,54.0,75.0,48412.23274506758
5015,0.698421052631579,54.0,80.0,48242.97695757547
5016,0.698421052631579,54.0,85.0,45619.64273034709
5017,0.698421052631579,54.0,90.0,46251.68225582643
5018,0.698421052631579,54.0,96.0,47499.37132181887
5019,0.698421052631579,54.0,101.0,47167.411447249906
5020,0.698421052631579,59.0,1.0,643828.7295128983
5021,0.698421052631579,59.0,6.0,128303.85069745113
5022,0.698421052631579,59.0,12.0,85364.37871357221
5023,0.698421052631579,59.0,17.0,77226.0921562626
5024,0.698421052631579,59.0,22.0,68031.30400147015
5025,0.698421052631579,59.0,27.0,62626.767113589325
5026,0.698421052631579,59.0,33.0,62261.862101265506
5027,0.698421052631579,59.0,38.0,57365.18109593245
5028,0.698421052631579,59.0,43.0,56094.25754236487
5029,0.698421052631579,59.0,48.0,56981.08705868739
5030,0.698421052631579,59.0,54.0,48730.78380265328
5031,0.698421052631579,59.0,59.0,49947.726554217385
5032,0.698421052631579,59.0,64.0,50703.18310954816
5033,0.698421052631579,59.0,69.0,49417.15999451855
5034,0.698421052631579,59.0,75.0,46963.20558498494
5035,0.698421052631579,59.0,80.0,48242.97695757547
5036,0.698421052631579,59.0,85.0,47733.63221329169
5037,0.698421052631579,59.0,90.0,45172.477356169
5038,0.698421052631579,59.0,96.0,45918.84701101917
5039,0.698421052631579,59.0,101.0,45788.52039114
5040,0.698421052631579,65.0,1.0,643828.7295128984
5041,0.698421052631579,65.0,6.0,128303.85069745117
5042,0.698421052631579,65.0,12.0,85364.3787135723
5043,0.698421052631579,65.0,17.0,77226.09215626263
5044,0.698421052631579,65.0,22.0,68982.24584247585
5045,0.698421052631579,65.0,27.0,61790.040458987496
5046,0.698421052631579,65.0,33.0,63419.327799476654
5047,0.698421052631579,65.0,38.0,56440.73339121611
5048,0.698421052631579,65.0,43.0,55876.10257029329
5049,0.698421052631579,65.0,48.0,54830.41088225107
5050,0.698421052631579,65.0,54.0,51309.69374640639
5051,0.698421052631579,65.0,59.0,48707.493248415114
5052,0.698421052631579,65.0,64.0,49376.14277286294
5053,0.698421052631579,65.0,69.0,48009.1462875067
5054,0.698421052631579,65.0,75.0,46770.33302092895
5055,0.698421052631579,65.0,80.0,48159.81132177859
5056,0.698421052631579,65.0,85.0,47771.646526298195
5057,0.698421052631579,65.0,90.0,47966.44237543415
5058,0.698421052631579,65.0,96.0,46182.62062805708
5059,0.698421052631579,65.0,101.0,45754.146244247575
5060,0.698421052631579,70.0,1.0,643828.7295128983
5061,0.698421052631579,70.0,6.0,128303.8506974511
5062,0.698421052631579,70.0,12.0,88523.25843415246
5063,0.698421052631579,70.0,17.0,77226.09215626263
5064,0.698421052631579,70.0,22.0,69614.83726527699
5065,0.698421052631579,70.0,27.0,61149.19578313301
5066,0.698421052631579,70.0,33.0,61934.203442021
5067,0.698421052631579,70.0,38.0,56440.7333912161
5068,0.698421052631579,70.0,43.0,55377.2496213754
5069,0.698421052631579,70.0,48.0,55414.34726433287
5070,0.698421052631579,70.0,54.0,51309.69374640639
5071,0.698421052631579,70.0,59.0,47488.99689012386
5072,0.698421052631579,70.0,64.0,49309.51375389554
5073,0.698421052631579,70.0,69.0,49020.04594021592
5074,0.698421052631579,70.0,75.0,47049.87935034041
5075,0.698421052631579,70.0,80.0,47359.360466950115
5076,0.698421052631579,70.0,85.0,48235.10458105285
5077,0.698421052631579,70.0,90.0,46797.727925917876
5078,0.698421052631579,70.0,96.0,46085.42494728096
5079,0.698421052631579,70.0,101.0,47180.720278597306
5080,0.698421052631579,75.0,1.0,643828.7295128983
5081,0.698421052631579,75.0,6.0,128303.8506974512
5082,0.698421052631579,75.0,12.0,88523.25843415257
5083,0.698421052631579,75.0,17.0,79054.12178839969
5084,0.698421052631579,75.0,22.0,68031.30400147013
5085,0.698421052631579,75.0,27.0,61149.19578313309
5086,0.698421052631579,75.0,33.0,61916.69545120318
5087,0.698421052631579,75.0,38.0,56440.73339121609
5088,0.698421052631579,75.0,43.0,58068.4615305517
5089,0.698421052631579,75.0,48.0,56342.67253678815
5090,0.698421052631579,75.0,54.0,50722.71162373166
5091,0.698421052631579,75.0,59.0,49548.57894498155
5092,0.698421052631579,75.0,64.0,50238.22524653415
5093,0.698421052631579,75.0,69.0,49182.920967537
5094,0.698421052631579,75.0,75.0,47724.207508468746
5095,0.698421052631579,75.0,80.0,46176.66125475338
5096,0.698421052631579,75.0,85.0,46187.48683347614
5097,0.698421052631579,75.0,90.0,45913.0779694269
5098,0.698421052631579,75.0,96.0,45713.423681797874
5099,0.698421052631579,75.0,101.0,46523.032169299804
5100,0.698421052631579,80.0,1.0,643828.7295128985
5101,0.698421052631579,80.0,6.0,128303.85069745108
5102,0.698421052631579,80.0,12.0,85364.37871357221
5103,0.698421052631579,80.0,17.0,79054.1217883997
5104,0.698421052631579,80.0,22.0,70565.77910628272
5105,0.698421052631579,80.0,27.0,63267.61178944378
5106,0.698421052631579,80.0,33.0,61447.91297894932
5107,0.698421052631579,80.0,38.0,56620.12696993629
5108,0.698421052631579,80.0,43.0,57542.664099271286
5109,0.698421052631579,80.0,48.0,56455.08144913896
5110,0.698421052631579,80.0,54.0,50781.6360719713
5111,0.698421052631579,80.0,59.0,47360.031436401114
5112,0.698421052631579,80.0,64.0,48522.04547333142
5113,0.698421052631579,80.0,69.0,48508.878383604155
5114,0.698421052631579,80.0,75.0,48586.71703403591
5115,0.698421052631579,80.0,80.0,46670.57055366932
5116,0.698421052631579,80.0,85.0,45604.055167492596
5117,0.698421052631579,80.0,90.0,47313.1925801928
5118,0.698421052631579,80.0,96.0,47904.97725216455
5119,0.698421052631579,80.0,101.0,45287.17436042182
5120,0.698421052631579,85.0,1.0,643828.7295128985
5121,0.698421052631579,85.0,6.0,128303.85069745111
5122,0.698421052631579,85.0,12.0,85364.37871357224
5123,0.698421052631579,85.0,17.0,79054.1217883997
5124,0.698421052631579,85.0,22.0,68031.30400147015
5125,0.698421052631579,85.0,27.0,63267.6117894438
5126,0.698421052631579,85.0,33.0,61263.02820688158
5127,0.698421052631579,85.0,38.0,57383.81516299109
5128,0.698421052631579,85.0,43.0,55377.249621375384
5129,0.698421052631579,85.0,48.0,54830.41088225109
5130,0.698421052631579,85.0,54.0,48758.06249418347
5131,0.698421052631579,85.0,59.0,48778.81411647788
5132,0.698421052631579,85.0,64.0,48498.452867540036
5133,0.698421052631579,85.0,69.0,48641.81288589248
5134,0.698421052631579,85.0,75.0,47895.95304885514
5135,0.698421052631579,85.0,80.0,46410.83978259452
5136,0.698421052631579,85.0,85.0,48245.16158578468
5137,0.698421052631579,85.0,90.0,46780.57582169224
5138,0.698421052631579,85.0,96.0,45588.541425834555
5139,0.698421052631579,85.0,101.0,47270.815480581135
5140,0.698421052631579,91.0,1.0,643828.7295128985
5141,0.698421052631579,91.0,6.0,128303.85069745113
5142,0.698421052631579,91.0,12.0,85364.37871357221
5143,0.698421052631579,91.0,17.0,79054.1217883997
5144,0.698421052631579,91.0,22.0,70565.77910628277
5145,0.698421052631579,91.0,27.0,62626.76711358932
5146,0.698421052631579,91.0,33.0,62261.8621012655
5147,0.698421052631579,91.0,38.0,57365.18109593249
5148,0.698421052631579,91.0,43.0,56593.1104912827
5149,0.698421052631579,91.0,48.0,56427.8423792302
5150,0.698421052631579,91.0,54.0,49258.84147708835
5151,0.698421052631579,91.0,59.0,49348.292623195965
5152,0.698421052631579,91.0,64.0,48985.81753055406
5153,0.698421052631579,91.0,69.0,48668.13572848661
5154,0.698421052631579,91.0,75.0,47261.26792548099
5155,0.698421052631579,91.0,80.0,47560.99338897055
5156,0.698421052631579,91.0,85.0,46188.4085179652
5157,0.698421052631579,91.0,90.0,46633.42998559432
5158,0.698421052631579,91.0,96.0,47387.84761030209
5159,0.698421052631579,91.0,101.0,46371.229510935664
5160,0.698421052631579,96.0,1.0,643828.7295128983
5161,0.698421052631579,96.0,6.0,128303.85069745111
